item_id,Recomendaciones
764280,"['Atomic Adam: Episode 1', 'Wings of Prey', 'Mafia II', 'L.A. Noire', 'Ridge Racer™ Unbounded']"
374970,"['Kitty Hawk', ""Don't Get Hit In The Face"", 'Chime', 'The Ball', 'Arcadia']"
758550,"['Train Simulator: Colton & Northern Route Add-On', 'East India Company: Privateer', 'Train Simulator: Fort Kent to Eagle Lake Route Add-On', 'Trainz Simulator DLC: Blue Comet', 'The Sims™ 3 Fast Lane Stuff']"
3800,"['BloodRayne', ""Oddworld: Abe's Oddysee®"", 'Risen', 'Hacker Evolution', 'Hacker Evolution: Untold']"
1520,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
2420,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
4000,"['Insurgency', 'Cubemen 2', 'Trine 2: Complete Story', 'Clones', 'Clickr']"
4230,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
4900,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2520,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
6200,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
6210,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
6300,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2990,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
6220,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
6510,"['IL-2 Sturmovik: Cliffs of Dover', 'Half-Life', 'Call of Duty®: Black Ops', 'Race', 'Beijing 2008™ - The Official Video Game of the Olympic Games']"
3980,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
1700,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
6310,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
3990,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
7610,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
7600,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
7620,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2540,"['Disciples II: Rise of the Elves', 'RIP - Trilogy™', 'Silent Hunter® III', 'Brain Spa', 'Codename: Panzers - Cold War']"
7650,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
8000,"['Tomb Raider: Anniversary', 'Devil May Cry® 3 Special Edition', 'BioShock™', 'Tomb Raider: Legend', 'Bully: Scholarship Edition']"
6550,"['Tomb Raider: Anniversary', 'Devil May Cry® 3 Special Edition', 'BioShock™', 'Tomb Raider: Legend', 'Bully: Scholarship Edition']"
8200,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2290,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
2570,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
8210,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2280,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
9160,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
2300,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
2270,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
9010,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
9040,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
9000,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
3810,"['BloodRayne', ""Oddworld: Abe's Oddysee®"", 'Risen', 'Hacker Evolution', 'Hacker Evolution: Untold']"
9030,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
2310,"['Dungeon Siege III', 'Space Trader: Merchant Marine', 'Unreal Tournament 3 Black', 'Iron Grip: Warlord', 'Test Drive Unlimited 2']"
3230,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
9310,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
7670,"['Tomb Raider: Anniversary', 'Devil May Cry® 3 Special Edition', 'BioShock™', 'Tomb Raider: Legend', 'Bully: Scholarship Edition']"
4570,"[""Sid Meier's Civilization® V"", 'Eador. Masters of the Broken World', 'Carmageddon Max Pack', 'Rome: Total War™ - Collection', 'Pacific Storm Allies']"
4580,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
4760,"['Rome: Total War™ - Collection', 'Pacific Storm Allies', 'Gratuitous Space Battles', 'Victoria II', 'Sengoku']"
4770,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
50970,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12170,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12180,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12130,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12160,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
12150,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
7000,"['Tomb Raider: Anniversary', 'Devil May Cry® 3 Special Edition', 'BioShock™', 'Tomb Raider: Legend', 'Bully: Scholarship Edition']"
12140,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
17480,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12500,"['Return to Castle Wolfenstein', 'QUAKE Mission Pack 1: Scourge of Armagon', 'QUAKE Mission Pack 2: Dissolution of Eternity', 'Warhammer® 40,000: Dawn of War® - Dark Crusade', 'PuzzleQuest: Challenge of the Warlords']"
12310,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12510,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12530,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12520,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
8100,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2780,"['IL-2 Sturmovik: 1946', 'XIII Century – Gold Edition', 'NecroVisioN: Lost Company', 'Fantasy Wars', 'Delver']"
9730,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
9710,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
9800,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
9760,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
2700,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
2710,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
13200,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
13250,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
13000,"['Multiwinia', 'Mayhem Intergalactic', 'Disciples III - Renaissance Steam Special Edition', 'Air Conflicts: Secret Wars', ""Memoir '44 Online""]"
13560,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
13520,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
13240,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
13540,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
15210,"['Disciples II: Rise of the Elves', 'RIP - Trilogy™', 'Silent Hunter® III', 'Brain Spa', 'Codename: Panzers - Cold War']"
16180,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
3520,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15970,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15950,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15960,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15900,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15910,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15930,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15160,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15920,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15080,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15200,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
15320,"['XIII Century – Gold Edition', 'NecroVisioN: Lost Company', 'Fantasy Wars', 'Theatre of War 2 - Battle for Caen', 'Men of War: Vietnam']"
15240,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
8310,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12600,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
8320,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12590,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
12580,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12560,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12570,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
12540,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
11050,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
10520,"['Beijing 2008™ - The Official Video Game of the Olympic Games', 'Street Fighter® IV', 'Dead Space™ 2', 'Sonic The Hedgehog 2', 'Sonic 3 &  Knuckles']"
11040,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
19500,"['Bus-Simulator 2012', 'TrackMania² Valley', 'Euro Truck Simulator 2 - Going East!', 'Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack', 'Bitcoin Clicker']"
11260,"['Rome: Total War™ - Collection', 'Pacific Storm Allies', 'Gratuitous Space Battles', 'Victoria II', 'Sengoku']"
19200,"['Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition', 'Christmas Santa Troubles', 'Chronicles of Vinland', 'Orbitality', 'Tank Universal']"
12360,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
15710,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15700,"['BloodRayne', ""Oddworld: Abe's Oddysee®"", 'Risen', 'Hacker Evolution', 'Hacker Evolution: Untold']"
8660,"['STCC - The Game 1 - Expansion Pack for RACE 07', 'Empire: Total War™ - The Warpath Campaign', 'Europa Universalis III: Heir to the Throne', 'Gratuitous Space Battles: The Tribe', 'The Settlers 7: Uncharted Land Map Pack']"
7770,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
7660,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
7760,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
20510,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
17330,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
17300,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
7730,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
20900,"['Ultimate Doom', 'Master Levels for Doom II', 'Wolfenstein 3D', 'Spear of Destiny', 'Death to Spies']"
1530,"['Multiwinia', 'Mayhem Intergalactic', 'Disciples III - Renaissance Steam Special Edition', 'Air Conflicts: Secret Wars', ""Memoir '44 Online""]"
8690,"['STCC - The Game 1 - Expansion Pack for RACE 07', 'Empire: Total War™ - The Warpath Campaign', 'Europa Universalis III: Heir to the Throne', 'Gratuitous Space Battles: The Tribe', 'The Settlers 7: Uncharted Land Map Pack']"
17120,"['Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition', 'Christmas Santa Troubles', 'Chronicles of Vinland', 'Orbitality', 'Tank Universal']"
16810,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
19830,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
21000,"['Rayman® Origins', 'LEGO® Batman 2 DC Super Heroes™', 'Luxuria Superbia', 'LEGO® Star Wars™ - The Complete Saga', 'Mutant Storm: Reloaded']"
4460,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
17140,"['Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition', 'Christmas Santa Troubles', 'Chronicles of Vinland', 'Orbitality', 'Tank Universal']"
15390,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
21300,"['Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition', 'Christmas Santa Troubles', 'Chronicles of Vinland', 'Orbitality', 'Tank Universal']"
3050,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
15380,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
19800,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15370,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
19930,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
15350,"['Disciples II: Rise of the Elves', 'RIP - Trilogy™', 'Silent Hunter® III', 'Brain Spa', 'Codename: Panzers - Cold War']"
19810,"['RACE - The WTCC Game', 'FlatOut', 'Railroad Tycoon 3', ""Sid Meier's Railroads!"", 'Genesis Rising']"
3540,"['弹炸人2222', 'Uncanny Islands', 'Beach Rules', 'Planetarium 2 - Zen Odyssey', 'The Warrior Of Treasures']"
22000,"['Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition', 'Christmas Santa Troubles', 'Chronicles of Vinland', 'Orbitality', 'Tank Universal']"
